instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,success
260,12/01/2011,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,FALSE
261,12/01/2011,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,FALSE
262,12/01/2011,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,FALSE
263,12/01/2011,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,FALSE
264,12/01/2011,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,FALSE
265,12/01/2011,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,FALSE
266,12/01/2011,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,FALSE
267,12/01/2011,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,FALSE
268,12/01/2011,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,FALSE
269,12/01/2011,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,FALSE
270,12/01/2011,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,FALSE
271,12/01/2011,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,FALSE
272,12/01/2011,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,FALSE
273,12/01/2011,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,FALSE
274,12/01/2011,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,FALSE
275,12/01/2011,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,FALSE
276,12/01/2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,FALSE
277,12/01/2011,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,FALSE
278,13/01/2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,FALSE
279,13/01/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,FALSE
280,13/01/2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,FALSE
281,13/01/2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,FALSE
282,13/01/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,FALSE
283,13/01/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,FALSE
284,13/01/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,FALSE
285,13/01/2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,FALSE
286,13/01/2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,TRUE
287,13/01/2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,FALSE
288,13/01/2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,FALSE
289,13/01/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,FALSE
290,13/01/2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,FALSE
291,13/01/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,FALSE
292,13/01/2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,FALSE
293,13/01/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,FALSE
294,13/01/2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,FALSE
295,13/01/2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,FALSE
296,13/01/2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,FALSE
297,13/01/2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,FALSE
298,13/01/2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,FALSE
299,13/01/2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,FALSE
300,13/01/2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,FALSE
301,13/01/2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,FALSE
302,14/01/2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,FALSE
303,14/01/2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,FALSE
304,14/01/2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,FALSE
305,14/01/2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,FALSE
306,14/01/2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,FALSE
307,14/01/2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,FALSE
308,14/01/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,FALSE
309,14/01/2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,FALSE
310,14/01/2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,FALSE
311,14/01/2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,FALSE
312,14/01/2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,FALSE
313,14/01/2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,FALSE
314,14/01/2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,FALSE
315,14/01/2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,FALSE
316,14/01/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,FALSE
317,14/01/2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,FALSE
318,14/01/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,FALSE
319,14/01/2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,FALSE
320,14/01/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,FALSE
321,14/01/2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,FALSE
322,14/01/2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,FALSE
323,14/01/2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,FALSE
324,14/01/2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,FALSE
325,15/01/2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,FALSE
326,15/01/2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,FALSE
327,15/01/2011,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,FALSE
328,15/01/2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,FALSE
329,15/01/2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,FALSE
330,15/01/2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,FALSE
331,15/01/2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,FALSE
332,15/01/2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,FALSE
333,15/01/2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,FALSE
334,15/01/2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,FALSE
335,15/01/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,FALSE
336,15/01/2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,FALSE
337,15/01/2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,FALSE
338,15/01/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,FALSE
339,15/01/2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,FALSE
340,15/01/2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,FALSE
341,15/01/2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,FALSE
342,15/01/2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,FALSE
343,15/01/2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,FALSE
344,15/01/2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,FALSE
345,15/01/2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,FALSE
346,15/01/2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,FALSE
347,15/01/2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,FALSE
348,15/01/2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,FALSE
349,16/01/2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,FALSE
350,16/01/2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,FALSE
351,16/01/2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,FALSE
352,16/01/2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,FALSE
353,16/01/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,FALSE
354,16/01/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,FALSE
355,16/01/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,FALSE
356,16/01/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,FALSE
357,16/01/2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,FALSE
358,16/01/2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,FALSE
359,16/01/2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,FALSE
360,16/01/2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,FALSE
361,16/01/2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,FALSE
362,16/01/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,FALSE
363,16/01/2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,FALSE
364,16/01/2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,FALSE
365,16/01/2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,FALSE
366,16/01/2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,FALSE
367,16/01/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,FALSE
368,16/01/2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,FALSE
369,16/01/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,FALSE
370,16/01/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,FALSE
371,16/01/2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,FALSE
372,16/01/2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,FALSE
373,17/01/2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,FALSE
374,17/01/2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,FALSE
375,17/01/2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,FALSE
376,17/01/2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,FALSE
377,17/01/2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,FALSE
378,17/01/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,FALSE
379,17/01/2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,FALSE
380,17/01/2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,FALSE
381,17/01/2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,FALSE
382,17/01/2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,FALSE
383,17/01/2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,FALSE
384,17/01/2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,FALSE
385,17/01/2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,FALSE
386,17/01/2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,FALSE
387,17/01/2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,FALSE
388,17/01/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,FALSE
389,17/01/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,FALSE
390,17/01/2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,FALSE
391,17/01/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,FALSE
392,17/01/2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,FALSE
393,17/01/2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,FALSE
394,17/01/2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,FALSE
395,17/01/2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,FALSE
396,17/01/2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,FALSE
397,18/01/2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,FALSE
398,18/01/2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,FALSE
399,18/01/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,FALSE
400,18/01/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,FALSE
401,18/01/2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,FALSE
402,18/01/2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,FALSE
403,18/01/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,FALSE
404,18/01/2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,FALSE
405,18/01/2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83,FALSE
406,18/01/2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,FALSE
407,18/01/2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,FALSE
408,18/01/2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20,FALSE
409,19/01/2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3,FALSE
410,19/01/2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,FALSE
411,19/01/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,FALSE
412,19/01/2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,FALSE
413,19/01/2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,FALSE
414,19/01/2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,FALSE
415,19/01/2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,FALSE
416,19/01/2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,TRUE
417,19/01/2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,FALSE
418,19/01/2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,FALSE
419,19/01/2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,FALSE
420,19/01/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,FALSE
421,19/01/2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,FALSE
422,19/01/2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,FALSE
423,19/01/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,FALSE
424,19/01/2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,FALSE
425,19/01/2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,TRUE
426,19/01/2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,FALSE
427,19/01/2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,FALSE
428,19/01/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,FALSE
429,19/01/2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,FALSE
430,19/01/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,FALSE
431,19/01/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,FALSE
432,20/01/2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,FALSE
433,20/01/2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5,FALSE
434,20/01/2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2,FALSE
435,20/01/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,FALSE
436,20/01/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,FALSE
437,20/01/2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,FALSE
438,20/01/2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,FALSE
439,20/01/2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,FALSE
440,20/01/2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,TRUE
441,20/01/2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,FALSE
442,20/01/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,FALSE
443,20/01/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,FALSE
444,20/01/2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84,FALSE
445,20/01/2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,FALSE
446,20/01/2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,FALSE
447,20/01/2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,FALSE
448,20/01/2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,FALSE
449,20/01/2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,TRUE
450,20/01/2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,FALSE
451,20/01/2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,FALSE
452,20/01/2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,FALSE
453,20/01/2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,FALSE
454,20/01/2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,FALSE
455,20/01/2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,FALSE
456,21/01/2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,FALSE
457,21/01/2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,FALSE
458,21/01/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,FALSE
459,21/01/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,FALSE
460,21/01/2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,FALSE
461,21/01/2011,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,FALSE
462,21/01/2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,FALSE
463,21/01/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,FALSE
464,21/01/2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,TRUE
465,21/01/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,FALSE
466,21/01/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,FALSE
467,21/01/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,FALSE
468,21/01/2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,FALSE
469,21/01/2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,FALSE
470,21/01/2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,FALSE
471,21/01/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,FALSE
472,21/01/2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,FALSE
473,21/01/2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,FALSE
474,21/01/2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,FALSE
475,21/01/2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,FALSE
476,21/01/2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,FALSE
477,21/01/2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,FALSE
478,21/01/2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,FALSE
479,21/01/2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,FALSE
480,22/01/2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,FALSE
481,22/01/2011,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12,FALSE
482,22/01/2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,FALSE
483,22/01/2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,FALSE
484,22/01/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,FALSE
485,22/01/2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,FALSE
486,22/01/2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,FALSE
487,22/01/2011,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27,FALSE
488,22/01/2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,FALSE
489,22/01/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,FALSE
490,22/01/2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,FALSE
491,22/01/2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,FALSE
492,22/01/2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,12,72,84,FALSE
493,22/01/2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,FALSE
494,22/01/2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,10,93,103,FALSE
495,22/01/2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,FALSE
496,22/01/2011,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,8,59,67,FALSE
497,22/01/2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,FALSE
498,22/01/2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,FALSE
499,22/01/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45,FALSE
500,22/01/2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39,FALSE
501,22/01/2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,7,23,30,FALSE
502,22/01/2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33,FALSE
503,23/01/2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22,FALSE
504,23/01/2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13,FALSE
505,23/01/2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18,FALSE
506,23/01/2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5,FALSE
507,23/01/2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,FALSE
508,23/01/2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,FALSE
509,23/01/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,FALSE
510,23/01/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,FALSE
511,23/01/2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,FALSE
512,23/01/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,FALSE
513,23/01/2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,FALSE
514,23/01/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,FALSE
515,23/01/2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,FALSE
516,23/01/2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,FALSE
517,23/01/2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,FALSE
518,23/01/2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,FALSE
519,23/01/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,FALSE
